STOP_ID,DIRECTION_ID,STOP_NAME,STATION_NAME,STATION_DESCRIPTIVE_NAME,MAP_ID,ADA,RED,BLUE,G,BRN,P,Y,Pnk,O,longitude,latitude
30094,E,Cicero (63rd-bound),Cicero,Cicero (Green Line),40480,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.74469,41.88651
30188,W,Cicero (Forest Pk-bound),Cicero,Cicero (Blue Line),40970,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.74515,41.87157
30082,E,Cicero (Loop-bound),Cicero,Cicero (Pink Line),40420,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-87.74533,41.85182
30083,W,Cicero (54th/Cermak-bound),Cicero,Cicero (Pink Line),40420,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-87.74533,41.85182
30009,W,Cicero (Harlem-bound),Cicero,Cicero (Green Line),40480,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.74469,41.88651
30121,N,Clark/Division (Howard-bound),Clark/Division,Clark/Division (Red Line),40630,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.63141,41.90392
30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),40630,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.63141,41.90392
30075,W,Clark/Lake (Outer Loop),Clark/Lake,"Clark/Lake (Blue, Brown, Green, Orange, Purple & Pink lines)",40380,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,-87.63088,41.88573
30374,S,Clark/Lake (Forest Pk-bound),Clark/Lake,"Clark/Lake (Blue, Brown, Green, Orange, Purple & Pink lines)",40380,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.63088,41.88573
30375,N,Clark/Lake (O'Hare-bound),Clark/Lake,"Clark/Lake (Blue, Brown, Green, Orange, Purple & Pink lines)",40380,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.63088,41.88573
30074,E,Clark/Lake (Inner Loop),Clark/Lake,"Clark/Lake (Blue, Brown, Green, Orange, Purple & Pink lines)",40380,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,-87.63088,41.88573
30221,E,Clinton (Loop-63rd-bound),Clinton,Clinton (Green & Pink lines),41160,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,-87.64178,41.88567
30085,W,Clinton (Forest Pk-bound),Clinton,Clinton (Blue Line),40430,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.64098,41.87553
30084,E,Clinton (O'Hare-bound),Clinton,Clinton (Blue Line),40430,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.64098,41.87553
30222,W,Clinton (Harlem-54th/Cermak-bound),Clinton,Clinton (Green & Pink lines),41160,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,-87.64178,41.88567
30291,E,Conservatory (63rd-bound),Conservatory,Conservatory (Green Line),41670,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.71652,41.8849
30292,W,Conservatory (Harlem-bound),Conservatory,Conservatory (Green Line),41670,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.71652,41.8849
30140,W,Cottage Grove (Harlem-bound),Cottage Grove,Cottage Grove (Green Line),40720,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.60585,41.7803
30139,E,Cottage Grove (Terminal arrival),Cottage Grove,Cottage Grove (Green Line),40720,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.60585,41.7803
30044,N,Cumberland (O'Hare-bound),Cumberland,Cumberland (Blue Line),40230,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.83802,41.98424
30045,S,Cumberland (Forest Pk-bound),Cumberland,Cumberland (Blue Line),40230,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.83802,41.98424
30115,N,Damen/Milwaukee (O'Hare-bound),Damen,Damen (Blue Line),40590,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.67743,41.90974
30387,E,Damen (63rd-bound),Damen,Damen (Green Line),41710,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.67689,41.88497
30388,W,Damen (Harlem-bound),Damen,Damen (Green Line),41710,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.67689,41.88497
30041,W,Damen (54th/Cermak-bound),Damen,Damen (Pink Line),40210,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-87.67597,41.85451
30019,S,Damen (Loop-bound),Damen,Damen (Brown Line),40090,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-87.67863,41.96628
30116,S,Damen/Milwaukee (Forest Pk-bound),Damen,Damen (Blue Line),40590,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.67743,41.90974
30040,E,Damen (Loop-bound),Damen,Damen (Pink Line),40210,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-87.67597,41.85451
30018,N,Damen (Kimball-bound),Damen,Damen (Brown Line),40090,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-87.67863,41.96628
30010,N,Davis (Linden-bound),Davis,Davis (Purple Line),40050,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-87.68354,42.04771
30011,S,Davis (Howard-Loop-bound),Davis,Davis (Purple Line),40050,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-87.68354,42.04771
30133,N,Dempster (Linden-bound),Dempster,Dempster (Purple Line),40690,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-87.6816,42.04165
30134,S,Dempster (Howard-Loop-bound),Dempster,Dempster (Purple Line),40690,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-87.6816,42.04165
30027,S,Dempster-Skokie (Howard-bound),Dempster-Skokie,Dempster-Skokie  (Yellow Line),40140,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-87.75191,42.03895
30026,N,Dempster-Skokie (Arrival),Dempster-Skokie,Dempster-Skokie  (Yellow Line),40140,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-87.75191,42.03895
30104,S,Diversey (Loop-bound),Diversey,Diversey (Brown & Purple lines),40530,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,-87.65313,41.93273
30103,N,Diversey (Kimball-Linden-bound),Diversey,Diversey (Brown & Purple lines),40530,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,-87.65313,41.93273
30062,N,Division (O'Hare-bound),Division,Division (Blue Line),40320,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.66649,41.90335
30063,S,Division (Forest Pk-bound),Division,Division (Blue Line),40320,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.66649,41.90335
30077,W,Forest Park (Terminal Arrival),Forest Park,Forest Park (Blue Line),40390,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.81731,41.87425
30076,E,Forest Park (O'Hare-bound),Forest Park,Forest Park (Blue Line),40390,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.81731,41.87425
30101,N,Foster (Linden-bound),Foster,Foster (Purple Line),40520,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-87.68356,42.05416
30102,S,Foster (Howard-Loop-bound),Foster,Foster (Purple Line),40520,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-87.68356,42.05416
30168,S,Francisco (Loop-bound),Francisco,Francisco (Brown Line),40870,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-87.70164,41.96604
30167,N,Francisco (Kimball-bound),Francisco,Francisco (Brown Line),40870,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-87.70164,41.96604
30235,N,Fullerton (Kimball-Linden-bound),Fullerton,"Fullerton (Red, Brown & Purple lines)",41220,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,-87.65286,41.92505
30233,N,Fullerton (Howard-bound),Fullerton,"Fullerton (Red, Brown & Purple lines)",41220,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.65286,41.92505
30236,S,Fullerton (Loop-bound),Fullerton,"Fullerton (Red, Brown & Purple lines)",41220,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,-87.65286,41.92505
30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple lines)",41220,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.65286,41.92505
30224,S,Garfield (95th-bound),Garfield,Garfield (Red Line),41170,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.63115,41.79542
30223,N,Garfield (Howard-bound),Garfield,Garfield (Red Line),41170,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.63115,41.79542
30100,S,Garfield (63rd-bound),Garfield,Garfield (Green Line),40510,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.61832,41.79517
30099,N,Garfield (Harlem-bound),Garfield,Garfield (Green Line),40510,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.61832,41.79517
30065,S,Grand/State (95th-bound),Grand,Grand (Red Line),40330,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.62802,41.89166
30096,S,Grand/Milwaukee (Forest Pk-bound),Grand,Grand (Blue Line),40490,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.64757,41.89118
30095,N,Grand/Milwaukee (O'Hare-bound),Grand,Grand (Blue Line),40490,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.64757,41.89118
30064,N,Grand/State (Howard-bound),Grand,Grand (Red Line),40330,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.62802,41.89166
30148,S,Granville (95th-bound),Granville,Granville (Red Line),40760,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.6592,41.99366
30147,N,Granville (Howard-bound),Granville,Granville (Red Line),40760,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.6592,41.99366
30184,W,Halsted/63rd (Ashland-bound),Halsted,Halsted (Green Line),40940,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.64424,41.77894
30183,E,Halsted/63rd (Harlem-bound),Halsted,Halsted (Green Line),40940,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.64424,41.77894
30216,S,Halsted (Midway-bound),Halsted,Halsted (Orange Line),41130,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,-87.64808,41.84678
30215,N,Halsted (Loop-bound),Halsted,Halsted (Orange Line),41130,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,-87.64808,41.84678
30190,W,Harlem (Forest Pk Branch) (Terminal arrival),Harlem,Harlem (Blue Line - Forest Park Branch),40980,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.80696,41.87349
30145,N,Harlem (O'Hare Branch) (O'Hare-bound),Harlem,Harlem (Blue Line - O'Hare Branch),40750,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.8089,41.98227
30146,S,Harlem (O'Hare Branch) (Forest Pk-bound),Harlem,Harlem (Blue Line - O'Hare Branch),40750,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.8089,41.98227
30189,E,Harlem (Forest Pk Branch) (O'Hare-bound),Harlem,Harlem (Blue Line - Forest Park Branch),40980,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.80696,41.87349
30004,W,Harlem (Terminal arrival),Harlem/Lake,Harlem/Lake (Green Line),40020,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.80317,41.88684
30003,E,Harlem (63rd-bound),Harlem/Lake,Harlem/Lake (Green Line),40020,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.80317,41.88684
30165,E,H.W. Library (Outer Loop),Harold Washington Library-State/Van Buren,"Harold Washington Library-State/Van Buren (Brown, Orange, Purple & Pink lines)",40850,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-87.62819,41.87686
30166,W,H.W. Library (Inner Loop),Harold Washington Library-State/Van Buren,"Harold Washington Library-State/Van Buren (Brown, Orange, Purple & Pink lines)",40850,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,-87.62819,41.87686
30286,S,Harrison (95th-bound),Harrison,Harrison (Red Line),41490,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.62747,41.87403
30285,N,Harrison (Howard-bound),Harrison,Harrison (Red Line),41490,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.62747,41.87403
30174,S,Howard (95th-Bound),Howard,"Howard (Red, Purple & Yellow lines)",40900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.67289,42.01906
30175,N,"Howard (Linden, Skokie-bound)",Howard,"Howard (Red, Purple & Yellow lines)",40900,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-87.67289,42.01906
30173,N,Howard (Terminal arrival),Howard,"Howard (Red, Purple & Yellow lines)",40900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.67289,42.01906
30176,S,Howard (Terminal arrival),Howard,"Howard (Red, Purple & Yellow lines)",40900,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-87.67289,42.01906
30158,W,Illinois Medical District (Forest Pk-bound),Illinois Medical District,Illinois Medical District (Blue Line),40810,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.67393,41.8757
30157,E,Illinois Medical District (O'Hare-bound),Illinois Medical District,Illinois Medical District (Blue Line),40810,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.67393,41.8757
30058,N,Indiana (Harlem-bound),Indiana,Indiana (Green Line),40300,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.62137,41.82173
30059,S,Indiana (63rd-bound),Indiana,Indiana (Green Line),40300,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.62137,41.82173
30107,N,Irving Park (O'Hare Branch) (O'Hare-bound),Irving Park,Irving Park (Blue Line),40550,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.72922,41.95292
30281,N,Irving Park (Kimball-bound),Irving Park,Irving Park (Brown Line),41460,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-87.67486,41.95452
30282,S,Irving Park (Loop-bound),Irving Park,Irving Park (Brown Line),41460,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-87.67486,41.95452
30108,S,Irving Park (O'Hare Branch) (Forest Pk-bound),Irving Park,Irving Park (Blue Line),40550,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.72922,41.95292
30014,N,Jackson/Dearborn (O'Hare-bound),Jackson,Jackson (Blue Line),40070,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.62929,41.87818
30109,N,Jackson/State (Howard-bound),Jackson,Jackson (Red Line),40560,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.62759,41.87815
30110,S,Jackson/State (95th-bound),Jackson,Jackson (Red Line),40560,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.62759,41.87815
30015,S,Jackson/Dearborn (Forest Pk-bound),Jackson,Jackson (Blue Line),40070,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.62929,41.87818
30228,S,Jarvis (95th-bound),Jarvis,Jarvis (Red Line),41190,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.66909,42.01587
30227,N,Jarvis (Howard-bound),Jarvis,Jarvis (Red Line),41190,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.66909,42.01587
30247,N,Jefferson Park (O'Hare-bound),Jefferson Park,Jefferson Park (Blue Line),41280,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.76089,41.97063
30248,S,Jefferson Park (Forest Pk-bound),Jefferson Park,Jefferson Park (Blue Line),41280,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.76089,41.97063
30219,N,Kedzie (Loop-bound),Kedzie,Kedzie (Orange Line),41150,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,-87.7044,41.80423
30207,E,Kedzie (63rd-bound),Kedzie,Kedzie (Green Line),41070,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.70615,41.88432
30208,W,Kedzie (Harlem-bound),Kedzie,Kedzie (Green Line),41070,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.70615,41.88432
30220,S,Kedzie (Midway-bound),Kedzie,Kedzie (Orange Line),41150,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,-87.7044,41.80423
30202,W,Kedzie (54th/Cermak-bound),Kedzie,Kedzie (Pink Line),41040,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-87.7054,41.85396
30201,E,Kedzie (Loop-bound),Kedzie,Kedzie (Pink Line),41040,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-87.7054,41.85396
30225,N,Kedzie (Kimball-bound),Kedzie,Kedzie (Brown Line),41180,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-87.70882,41.96599
30226,S,Kedzie (Loop-bound),Kedzie,Kedzie (Brown Line),41180,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-87.70882,41.96599
30048,E,Kedzie-Homan (O'Hare-bound),Kedzie-Homan,Kedzie-Homan (Blue Line),40250,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.70604,41.87434
30049,W,Kedzie-Homan (Forest Pk-bound),Kedzie-Homan,Kedzie-Homan (Blue Line),40250,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.70604,41.87434
30250,S,Kimball (Loop-bound),Kimball,Kimball (Brown Line),41290,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-87.71306,41.9679
30249,N,Kimball (Terminal arrival),Kimball,Kimball (Brown Line),41290,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-87.71306,41.9679
30217,E,King Drive (Cottage Grove-bound),King Drive,King Drive (Green Line),41140,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.61554,41.78013
30218,W,King Drive (Harlem-bound),King Drive,King Drive (Green Line),41140,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.61554,41.78013
30117,E,Kostner (Loop-bound),Kostner,Kostner (Pink Line),40600,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-87.73325,41.85375
30118,W,Kostner (54th/Cermak-bound),Kostner,Kostner (Pink Line),40600,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-87.73325,41.85375
30290,S,Lake (95th-bound),Lake,Lake (Red Line),41660,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.62781,41.8848
30289,N,Lake (Howard-bound),Lake,Lake (Red Line),41660,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.62781,41.8848
30136,W,Laramie (Harlem-bound),Laramie,Laramie (Green Line),40700,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.75498,41.88716
30135,E,Laramie (63rd-bound),Laramie,Laramie (Green Line),40700,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.75498,41.88716
30261,E,LaSalle (O'Hare-bound),LaSalle,LaSalle (Blue Line),41340,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.63172,41.87556
30262,W,LaSalle (Forest Pk-bound),LaSalle,LaSalle (Blue Line),41340,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.63172,41.87556
30030,E,LaSalle/Van Buren (Outer Loop),LaSalle/Van Buren,"LaSalle/Van Buren (Brown, Orange, Purple & Pink lines)",40160,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-87.63173,41.8768
30031,W,LaSalle/Van Buren (Inner Loop),LaSalle/Van Buren,"LaSalle/Van Buren (Brown, Orange, Purple & Pink lines)",40160,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,-87.63173,41.8768
30150,S,Lawrence (95th-bound),Lawrence,Lawrence (Red Line),40770,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.65849,41.96913
30149,N,Lawrence (Howard-bound),Lawrence,Lawrence (Red Line),40770,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.65849,41.96913
30203,N,Linden (Linden-bound),Linden,Linden (Purple Line),41050,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-87.69073,42.07315
30204,S,Linden (Howard-Loop-bound),Linden,Linden (Purple Line),41050,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-87.69073,42.07315
30198,S,Logan Square (Forest Pk-bound),Logan Square,Logan Square (Blue Line),41020,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.70854,41.92972
30197,N,Logan Square (O'Hare-bound),Logan Square,Logan Square (Blue Line),41020,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.70854,41.92972
30251,N,Loyola (Howard-bound),Loyola,Loyola (Red Line),41300,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.66106,42.00107
30252,S,Loyola (95th-bound),Loyola,Loyola (Red Line),41300,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.66106,42.00107
30052,N,Main (Linden-bound),Main,Main (Purple Line),40270,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-87.67953,42.03345
30053,S,Main (Howard-Loop-bound),Main,Main (Purple Line),40270,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-87.67953,42.03345
30090,N,Merchandise Mart (Kimball-Linden-bound),Merchandise Mart,Merchandise Mart (Brown & Purple lines),40460,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,-87.63392,41.88896
30091,S,Merchandise Mart (Loop-bound),Merchandise Mart,Merchandise Mart (Brown & Purple lines),40460,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,-87.63392,41.88896
30182,S,Midway (Arrival),Midway,Midway (Orange Line),40930,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,-87.73787,41.78661
30181,N,Midway (Loop-bound),Midway,Midway (Orange Line),40930,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,-87.73787,41.78661
30212,S,Monroe (95th-bound),Monroe,Monroe (Red Line),41090,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.62769,41.88074
30211,N,Monroe (Howard-bound),Monroe,Monroe (Red Line),41090,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.62769,41.88074
30154,S,Monroe (Forest Pk-bound),Monroe,Monroe (Blue Line),40790,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.62937,41.8807
30153,N,Monroe (O'Hare-bound),Monroe,Monroe (Blue Line),40790,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.62937,41.8807
30259,N,Montrose (O'Hare-bound),Montrose,Montrose (Blue Line),41330,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.74357,41.96153
30287,N,Montrose (Kimball-bound),Montrose,Montrose (Brown Line),41500,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-87.67504,41.96175
30288,S,Montrose (Loop-bound),Montrose,Montrose (Brown Line),41500,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-87.67504,41.96175
30260,S,Montrose (Forest Pk-bound),Montrose,Montrose (Blue Line),41330,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.74357,41.96153
30296,W,Morgan (Harlem-54th/Cermak-bound),Morgan,Morgan (Green & Pink lines),41510,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,-87.65219,41.88558
30295,E,Morgan (Loop-63rd-bound),Morgan,Morgan (Green & Pink lines),41510,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,-87.65219,41.88558
30020,N,Morse (Howard-bound),Morse,Morse (Red Line),40100,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.6659,42.00836
